age,workclassIndex,fnlwgt,educationIndex,maritial_statusIndex,occupationIndex,relationshipIndex,raceIndex,sexIndex,native_countryIndex
49,8.0,115784,11.0,6.0,5.0,5.0,4.0,1.0,41.0
49,8.0,170165,15.0,4.0,8.0,0.0,4.0,0.0,41.0
47,8.0,355320,13.0,6.0,14.0,5.0,4.0,1.0,41.0
45,8.0,116163,15.0,3.0,12.0,4.0,4.0,0.0,41.0
37,8.0,405644,1.0,1.0,4.0,0.0,4.0,1.0,40.0
36,6.0,223433,11.0,6.0,2.0,5.0,4.0,1.0,41.0
36,8.0,41624,8.0,6.0,13.0,5.0,4.0,1.0,40.0
44,8.0,151089,13.0,6.0,14.0,5.0,4.0,1.0,41.0
51,4.0,285747,12.0,6.0,14.0,5.0,4.0,1.0,41.0
25,4.0,108542,14.0,6.0,2.0,5.0,4.0,1.0,41.0
28,7.0,212318,15.0,5.0,13.0,4.0,4.0,1.0,41.0
57,8.0,173090,15.0,2.0,10.0,2.0,4.0,0.0,41.0
46,8.0,26781,15.0,6.0,13.0,5.0,1.0,1.0,41.0
59,8.0,31782,8.0,6.0,6.0,5.0,4.0,1.0,41.0
28,8.0,189241,10.0,6.0,5.0,3.0,4.0,1.0,41.0
25,8.0,164229,15.0,4.0,9.0,4.0,4.0,1.0,41.0
35,8.0,240467,15.0,1.0,11.0,2.0,3.0,0.0,41.0
27,8.0,263614,9.0,6.0,13.0,5.0,4.0,1.0,41.0
29,8.0,74500,13.0,6.0,10.0,5.0,4.0,1.0,41.0
43,2.0,263502,15.0,4.0,11.0,4.0,4.0,1.0,41.0
38,2.0,47707,15.0,5.0,11.0,3.0,3.0,0.0,41.0
26,8.0,231638,14.0,5.0,11.0,3.0,4.0,0.0,41.0
55,5.0,389479,12.0,6.0,7.0,5.0,4.0,1.0,41.0
36,8.0,111128,15.0,3.0,13.0,3.0,4.0,1.0,41.0
37,8.0,152307,14.0,6.0,8.0,5.0,4.0,1.0,41.0
23,5.0,280134,15.0,5.0,7.0,3.0,4.0,1.0,41.0
34,8.0,609789,15.0,6.0,9.0,5.0,4.0,1.0,39.0
41,8.0,184466,10.0,6.0,2.0,5.0,4.0,1.0,41.0
44,8.0,216411,11.0,3.0,14.0,4.0,4.0,0.0,26.0
48,7.0,324173,11.0,4.0,12.0,4.0,4.0,0.0,41.0
35,6.0,300681,15.0,6.0,2.0,5.0,3.0,1.0,41.0
43,6.0,598995,13.0,4.0,14.0,2.0,3.0,0.0,41.0
57,2.0,140711,13.0,6.0,14.0,5.0,4.0,1.0,41.0
44,6.0,262241,15.0,6.0,11.0,0.0,4.0,0.0,41.0
28,8.0,308136,15.0,5.0,9.0,3.0,4.0,1.0,41.0
55,8.0,148590,8.0,2.0,13.0,2.0,3.0,0.0,41.0
52,8.0,195635,15.0,6.0,8.0,5.0,4.0,1.0,41.0
30,8.0,228406,15.0,3.0,11.0,2.0,3.0,0.0,41.0
31,8.0,136398,3.0,6.0,14.0,5.0,2.0,1.0,6.0
21,5.0,305466,14.0,5.0,7.0,3.0,4.0,1.0,41.0
50,3.0,175070,6.0,6.0,14.0,5.0,4.0,1.0,41.0
43,7.0,34007,13.0,6.0,4.0,5.0,4.0,1.0,41.0
33,8.0,121195,15.0,5.0,8.0,4.0,0.0,1.0,41.0
23,2.0,216853,11.0,6.0,5.0,5.0,4.0,1.0,41.0
35,8.0,81280,13.0,6.0,4.0,5.0,4.0,1.0,5.0
18,8.0,212936,14.0,5.0,9.0,3.0,4.0,1.0,41.0
21,5.0,213055,14.0,5.0,7.0,2.0,0.0,0.0,41.0
33,6.0,220430,13.0,6.0,2.0,5.0,3.0,1.0,41.0
30,2.0,73514,13.0,5.0,12.0,0.0,2.0,0.0,41.0
21,8.0,307371,14.0,5.0,2.0,3.0,4.0,1.0,41.0
36,6.0,380614,13.0,6.0,11.0,1.0,4.0,0.0,37.0
38,8.0,119992,14.0,6.0,14.0,5.0,4.0,1.0,41.0
33,8.0,192002,12.0,6.0,12.0,5.0,4.0,1.0,36.0
24,8.0,327518,11.0,6.0,13.0,5.0,4.0,1.0,41.0
24,8.0,220323,14.0,6.0,14.0,5.0,3.0,1.0,41.0
39,8.0,421633,14.0,4.0,2.0,2.0,3.0,0.0,41.0
43,8.0,154210,15.0,6.0,9.0,5.0,2.0,1.0,28.0
43,7.0,35034,13.0,6.0,14.0,5.0,4.0,1.0,41.0
62,5.0,378239,12.0,6.0,7.0,5.0,4.0,1.0,41.0
30,4.0,270218,13.0,5.0,11.0,3.0,3.0,0.0,41.0
25,8.0,254933,10.0,6.0,6.0,5.0,4.0,1.0,41.0
45,8.0,61751,15.0,6.0,9.0,1.0,4.0,0.0,41.0
22,8.0,137876,14.0,5.0,2.0,4.0,4.0,1.0,41.0
73,8.0,336007,13.0,6.0,14.0,5.0,4.0,1.0,41.0
26,8.0,222539,14.0,6.0,13.0,5.0,4.0,1.0,41.0
24,8.0,233856,15.0,5.0,8.0,0.0,3.0,1.0,41.0
18,8.0,198616,4.0,5.0,13.0,3.0,4.0,1.0,41.0
35,8.0,202027,13.0,6.0,5.0,5.0,4.0,1.0,41.0
22,8.0,203182,14.0,3.0,10.0,2.0,4.0,0.0,41.0
28,8.0,221317,14.0,6.0,5.0,5.0,4.0,1.0,40.0
38,8.0,186934,14.0,6.0,13.0,5.0,4.0,1.0,41.0
68,5.0,351402,3.0,6.0,7.0,5.0,4.0,1.0,41.0
40,6.0,179580,15.0,6.0,11.0,1.0,4.0,0.0,41.0
32,8.0,26803,14.0,6.0,8.0,5.0,4.0,1.0,41.0
42,8.0,344624,15.0,6.0,6.0,5.0,4.0,1.0,41.0
31,4.0,59969,15.0,6.0,11.0,0.0,4.0,0.0,41.0
33,8.0,162930,13.0,6.0,14.0,5.0,4.0,1.0,27.0
54,7.0,192654,13.0,4.0,6.0,4.0,4.0,1.0,41.0
63,8.0,117681,15.0,4.0,4.0,4.0,4.0,1.0,41.0
67,7.0,179285,13.0,6.0,10.0,5.0,4.0,1.0,41.0
47,8.0,217161,15.0,4.0,9.0,4.0,3.0,0.0,41.0
67,3.0,116517,13.0,2.0,9.0,2.0,4.0,0.0,41.0
33,8.0,170336,15.0,6.0,11.0,1.0,0.0,0.0,41.0
33,6.0,256529,15.0,3.0,9.0,3.0,4.0,0.0,41.0
25,6.0,227886,13.0,6.0,11.0,5.0,4.0,1.0,41.0
25,8.0,141706,14.0,5.0,11.0,4.0,4.0,0.0,41.0
35,8.0,361888,14.0,4.0,8.0,2.0,4.0,1.0,41.0
54,8.0,185407,15.0,6.0,13.0,5.0,4.0,1.0,41.0
35,7.0,176101,15.0,6.0,4.0,5.0,4.0,1.0,41.0
18,8.0,216730,10.0,5.0,9.0,3.0,4.0,1.0,41.0
54,5.0,155755,15.0,4.0,7.0,4.0,4.0,0.0,41.0
30,8.0,609789,10.0,6.0,4.0,5.0,4.0,1.0,40.0
29,8.0,136017,8.0,5.0,13.0,4.0,4.0,1.0,41.0
41,8.0,58880,13.0,6.0,14.0,1.0,4.0,0.0,41.0
40,8.0,285787,9.0,6.0,3.0,5.0,4.0,1.0,41.0
46,8.0,173243,14.0,6.0,3.0,5.0,4.0,1.0,41.0
39,8.0,160916,9.0,6.0,3.0,1.0,4.0,0.0,41.0
42,8.0,227397,13.0,6.0,11.0,1.0,4.0,0.0,41.0
49,7.0,111066,13.0,6.0,13.0,5.0,4.0,1.0,41.0
23,8.0,189924,14.0,5.0,9.0,3.0,4.0,0.0,41.0
34,8.0,31740,7.0,6.0,6.0,5.0,4.0,1.0,41.0
42,7.0,120837,15.0,6.0,13.0,5.0,4.0,1.0,41.0
31,8.0,172304,14.0,6.0,13.0,5.0,4.0,1.0,41.0
72,5.0,166253,15.0,6.0,7.0,1.0,4.0,0.0,41.0
31,8.0,86492,11.0,6.0,6.0,5.0,4.0,1.0,41.0
90,8.0,206667,12.0,6.0,14.0,1.0,4.0,0.0,41.0
27,7.0,153546,13.0,5.0,14.0,3.0,4.0,0.0,41.0
18,5.0,189041,15.0,5.0,7.0,0.0,4.0,1.0,41.0
30,7.0,115932,15.0,5.0,13.0,4.0,4.0,1.0,41.0
27,6.0,151626,15.0,5.0,14.0,3.0,3.0,0.0,41.0
27,7.0,37302,10.0,6.0,12.0,5.0,4.0,1.0,41.0
28,8.0,109001,15.0,5.0,13.0,4.0,4.0,1.0,41.0
40,8.0,195488,15.0,5.0,11.0,3.0,4.0,0.0,41.0
43,6.0,216116,12.0,3.0,14.0,2.0,3.0,0.0,41.0
26,8.0,118497,15.0,6.0,6.0,5.0,4.0,1.0,41.0
48,7.0,101233,11.0,6.0,9.0,1.0,4.0,0.0,41.0
41,8.0,349703,9.0,6.0,4.0,5.0,2.0,1.0,41.0
32,8.0,226883,15.0,6.0,13.0,5.0,4.0,1.0,37.0
23,8.0,214635,15.0,5.0,13.0,4.0,4.0,1.0,41.0
35,8.0,169672,10.0,6.0,10.0,5.0,4.0,1.0,41.0
42,8.0,71458,14.0,6.0,12.0,5.0,4.0,1.0,41.0
27,4.0,142621,13.0,5.0,14.0,4.0,4.0,0.0,41.0
34,8.0,125279,15.0,6.0,6.0,5.0,4.0,1.0,41.0
25,8.0,197303,13.0,5.0,14.0,3.0,4.0,0.0,41.0
46,6.0,148995,13.0,5.0,14.0,3.0,4.0,1.0,41.0
34,8.0,69251,14.0,6.0,9.0,5.0,2.0,1.0,38.0
39,8.0,160123,15.0,2.0,11.0,4.0,4.0,0.0,41.0
33,8.0,137310,15.0,5.0,8.0,3.0,4.0,0.0,39.0
25,8.0,323229,13.0,5.0,11.0,4.0,4.0,1.0,41.0
45,8.0,138626,11.0,4.0,12.0,4.0,4.0,1.0,41.0
46,8.0,102359,13.0,4.0,14.0,4.0,4.0,1.0,41.0
23,8.0,151888,15.0,4.0,13.0,4.0,4.0,1.0,11.0
37,8.0,404661,14.0,5.0,12.0,4.0,3.0,1.0,41.0
39,8.0,99146,12.0,6.0,14.0,5.0,4.0,1.0,39.0
38,7.0,185325,15.0,6.0,5.0,5.0,4.0,1.0,41.0
35,7.0,230268,14.0,6.0,9.0,5.0,4.0,1.0,41.0
49,3.0,38819,13.0,6.0,10.0,5.0,4.0,1.0,41.0
37,8.0,380614,9.0,6.0,14.0,1.0,4.0,0.0,41.0
45,8.0,319637,15.0,4.0,9.0,2.0,4.0,0.0,41.0
71,8.0,149040,4.0,5.0,9.0,4.0,4.0,0.0,41.0
44,8.0,320984,13.0,6.0,10.0,5.0,4.0,1.0,41.0
19,5.0,117201,14.0,5.0,7.0,3.0,4.0,1.0,41.0
38,8.0,81965,11.0,5.0,3.0,4.0,4.0,0.0,41.0
42,6.0,182302,15.0,6.0,13.0,5.0,4.0,1.0,41.0
29,8.0,53434,11.0,6.0,12.0,5.0,4.0,1.0,41.0
48,8.0,216214,10.0,6.0,8.0,5.0,4.0,1.0,41.0
56,3.0,24127,11.0,6.0,10.0,5.0,4.0,1.0,41.0
32,2.0,115066,15.0,6.0,3.0,5.0,4.0,1.0,41.0
19,8.0,120277,15.0,5.0,9.0,4.0,4.0,0.0,41.0
57,7.0,134286,14.0,3.0,10.0,4.0,4.0,1.0,41.0
55,8.0,26716,8.0,5.0,6.0,4.0,4.0,1.0,41.0
48,5.0,174533,10.0,3.0,7.0,2.0,4.0,1.0,41.0
46,3.0,175958,4.0,6.0,13.0,5.0,4.0,1.0,39.0
36,8.0,218948,5.0,3.0,9.0,2.0,3.0,0.0,39.0
66,8.0,117746,13.0,6.0,10.0,5.0,4.0,1.0,41.0
26,8.0,206199,15.0,5.0,11.0,3.0,3.0,1.0,41.0
58,3.0,89922,11.0,6.0,12.0,5.0,4.0,1.0,41.0
62,8.0,69867,13.0,6.0,14.0,5.0,4.0,1.0,41.0
31,8.0,109020,13.0,5.0,14.0,2.0,0.0,1.0,41.0
77,5.0,158847,11.0,1.0,7.0,4.0,4.0,0.0,41.0
25,8.0,130302,15.0,6.0,8.0,5.0,4.0,1.0,41.0
38,8.0,156728,13.0,6.0,11.0,5.0,4.0,1.0,41.0
33,8.0,424719,13.0,4.0,12.0,4.0,4.0,0.0,41.0
51,2.0,217647,14.0,4.0,14.0,4.0,3.0,0.0,41.0
20,8.0,33087,11.0,5.0,4.0,3.0,4.0,1.0,41.0
40,2.0,241895,15.0,6.0,11.0,5.0,4.0,1.0,41.0
20,8.0,38455,8.0,5.0,9.0,4.0,4.0,1.0,41.0
41,6.0,81054,14.0,4.0,12.0,2.0,4.0,0.0,41.0
44,8.0,163215,4.0,4.0,8.0,2.0,4.0,0.0,41.0
35,8.0,156728,15.0,6.0,4.0,5.0,4.0,1.0,41.0
35,7.0,127930,15.0,1.0,4.0,4.0,4.0,1.0,41.0
46,2.0,227310,14.0,5.0,11.0,2.0,3.0,0.0,41.0
24,8.0,96844,14.0,5.0,11.0,4.0,4.0,0.0,41.0
18,8.0,245199,14.0,5.0,9.0,3.0,4.0,1.0,41.0
37,8.0,46385,15.0,6.0,8.0,5.0,4.0,1.0,41.0
58,8.0,186385,3.0,5.0,14.0,4.0,4.0,1.0,41.0
55,8.0,252714,11.0,6.0,11.0,5.0,4.0,1.0,41.0
68,8.0,154897,15.0,5.0,10.0,4.0,4.0,0.0,41.0
41,8.0,320744,13.0,6.0,14.0,5.0,4.0,1.0,41.0
50,8.0,138852,12.0,6.0,12.0,5.0,4.0,1.0,41.0
48,8.0,102092,15.0,6.0,13.0,5.0,4.0,1.0,41.0
42,5.0,32533,14.0,5.0,7.0,4.0,4.0,1.0,41.0
45,8.0,278151,15.0,6.0,2.0,5.0,4.0,1.0,41.0
43,8.0,338290,14.0,6.0,14.0,5.0,4.0,1.0,41.0
37,8.0,34378,14.0,6.0,13.0,5.0,4.0,1.0,41.0
43,8.0,91959,13.0,6.0,12.0,5.0,4.0,1.0,41.0
36,8.0,265881,15.0,4.0,8.0,2.0,4.0,0.0,41.0
60,8.0,276009,15.0,6.0,9.0,5.0,2.0,1.0,38.0
27,8.0,193898,15.0,4.0,13.0,4.0,4.0,1.0,41.0
36,8.0,139364,13.0,6.0,10.0,5.0,4.0,1.0,41.0
47,4.0,306473,9.0,6.0,6.0,5.0,4.0,1.0,41.0
33,8.0,37232,14.0,5.0,13.0,4.0,4.0,1.0,41.0
19,4.0,56424,4.0,5.0,6.0,3.0,3.0,1.0,41.0
33,8.0,165235,13.0,5.0,9.0,4.0,2.0,0.0,6.0
34,8.0,153326,13.0,6.0,14.0,5.0,4.0,1.0,41.0
33,8.0,106976,15.0,4.0,9.0,2.0,4.0,0.0,41.0
57,8.0,109015,14.0,4.0,10.0,4.0,4.0,0.0,41.0
59,8.0,154100,12.0,5.0,10.0,4.0,4.0,0.0,41.0
36,8.0,183739,15.0,6.0,13.0,3.0,4.0,0.0,41.0
60,8.0,367695,9.0,6.0,11.0,5.0,4.0,1.0,41.0
33,6.0,156015,11.0,6.0,3.0,5.0,4.0,1.0,41.0
41,8.0,185132,13.0,5.0,14.0,4.0,4.0,0.0,41.0
20,7.0,188274,14.0,5.0,14.0,3.0,4.0,1.0,41.0
28,6.0,50512,13.0,5.0,14.0,4.0,4.0,0.0,41.0
24,4.0,147719,12.0,5.0,14.0,4.0,2.0,1.0,33.0
31,8.0,414525,4.0,5.0,4.0,4.0,3.0,1.0,41.0
38,8.0,289148,15.0,1.0,13.0,2.0,4.0,0.0,41.0
40,8.0,176069,13.0,4.0,14.0,4.0,4.0,0.0,41.0
55,4.0,199713,13.0,6.0,14.0,5.0,4.0,1.0,41.0
49,8.0,297884,15.0,6.0,8.0,5.0,4.0,1.0,41.0
33,8.0,204829,15.0,4.0,6.0,4.0,4.0,1.0,41.0
52,8.0,155433,2.0,5.0,8.0,4.0,4.0,0.0,39.0
24,6.0,32950,13.0,5.0,14.0,4.0,4.0,1.0,41.0
46,8.0,233511,13.0,4.0,13.0,4.0,4.0,1.0,41.0
20,8.0,210781,14.0,5.0,11.0,3.0,4.0,0.0,41.0
50,8.0,190762,2.0,6.0,5.0,5.0,4.0,1.0,40.0
22,8.0,83315,15.0,5.0,11.0,2.0,4.0,1.0,41.0
32,3.0,343872,14.0,6.0,6.0,5.0,3.0,1.0,19.0
46,8.0,185385,15.0,6.0,10.0,5.0,4.0,1.0,41.0
62,5.0,302142,15.0,6.0,7.0,5.0,4.0,1.0,41.0
39,8.0,80324,14.0,6.0,12.0,5.0,4.0,1.0,41.0
26,8.0,357933,14.0,5.0,11.0,3.0,4.0,0.0,41.0
20,8.0,211293,14.0,5.0,10.0,3.0,3.0,0.0,41.0
37,3.0,199265,14.0,6.0,12.0,5.0,4.0,1.0,41.0
40,8.0,202872,14.0,4.0,11.0,2.0,4.0,0.0,41.0
22,8.0,195075,14.0,5.0,9.0,3.0,4.0,0.0,41.0
32,8.0,317378,13.0,5.0,12.0,3.0,4.0,0.0,41.0
41,8.0,187802,14.0,4.0,3.0,4.0,4.0,1.0,41.0
24,8.0,97212,9.0,6.0,11.0,1.0,4.0,0.0,41.0
40,8.0,47902,15.0,6.0,12.0,5.0,4.0,1.0,41.0
37,4.0,76767,6.0,6.0,14.0,1.0,4.0,0.0,41.0
42,8.0,172297,12.0,6.0,11.0,5.0,4.0,1.0,41.0
56,8.0,274475,5.0,2.0,10.0,2.0,4.0,0.0,41.0
20,8.0,105244,14.0,5.0,5.0,4.0,4.0,1.0,41.0
55,6.0,165695,15.0,4.0,11.0,2.0,4.0,1.0,41.0
29,8.0,253801,15.0,5.0,13.0,0.0,4.0,1.0,41.0
37,8.0,305597,15.0,4.0,13.0,4.0,4.0,1.0,41.0
61,7.0,352448,13.0,6.0,6.0,5.0,4.0,1.0,41.0
26,8.0,242768,13.0,5.0,14.0,4.0,4.0,1.0,41.0
49,3.0,201080,14.0,4.0,13.0,4.0,4.0,1.0,41.0
18,6.0,159032,7.0,5.0,4.0,3.0,4.0,1.0,41.0
30,8.0,149568,5.0,5.0,4.0,0.0,3.0,1.0,41.0
24,8.0,229553,15.0,5.0,9.0,3.0,3.0,0.0,39.0
24,4.0,155775,15.0,6.0,3.0,5.0,4.0,1.0,41.0
37,8.0,120074,15.0,5.0,6.0,4.0,4.0,1.0,41.0
37,6.0,257588,15.0,4.0,11.0,2.0,4.0,0.0,41.0
36,8.0,177907,14.0,6.0,8.0,5.0,4.0,1.0,41.0
40,8.0,309311,15.0,6.0,4.0,5.0,4.0,1.0,41.0
44,7.0,138975,15.0,6.0,13.0,5.0,4.0,1.0,41.0
43,7.0,187778,15.0,6.0,13.0,5.0,4.0,1.0,41.0
19,8.0,35865,14.0,5.0,5.0,4.0,4.0,0.0,41.0
50,8.0,234373,12.0,6.0,12.0,1.0,4.0,0.0,41.0
17,5.0,151141,8.0,5.0,7.0,3.0,4.0,1.0,41.0
39,8.0,144688,15.0,6.0,11.0,1.0,3.0,0.0,41.0
43,8.0,248094,15.0,4.0,13.0,2.0,4.0,1.0,41.0
43,8.0,248094,15.0,6.0,8.0,5.0,4.0,1.0,41.0
40,8.0,213821,12.0,5.0,14.0,4.0,4.0,1.0,41.0
31,4.0,55849,14.0,5.0,13.0,4.0,4.0,1.0,41.0
25,8.0,121712,13.0,4.0,13.0,4.0,4.0,1.0,41.0
30,2.0,164552,13.0,5.0,14.0,4.0,4.0,1.0,41.0
55,8.0,223127,5.0,6.0,4.0,5.0,4.0,1.0,41.0
55,8.0,190514,7.0,6.0,11.0,5.0,4.0,1.0,41.0
29,8.0,203797,14.0,6.0,12.0,5.0,3.0,1.0,41.0
28,8.0,378460,13.0,5.0,11.0,4.0,4.0,1.0,41.0
30,8.0,105908,15.0,6.0,13.0,5.0,4.0,1.0,41.0
33,8.0,232356,15.0,6.0,10.0,5.0,4.0,1.0,41.0
23,8.0,210526,15.0,5.0,11.0,3.0,4.0,1.0,41.0
71,8.0,193530,10.0,5.0,1.0,4.0,4.0,0.0,41.0
22,5.0,22966,14.0,6.0,7.0,5.0,4.0,1.0,41.0
21,8.0,43535,14.0,5.0,10.0,4.0,4.0,0.0,41.0
62,5.0,72486,15.0,6.0,7.0,5.0,2.0,1.0,28.0
22,5.0,229997,14.0,1.0,7.0,2.0,3.0,0.0,41.0
49,8.0,183013,15.0,6.0,4.0,5.0,4.0,1.0,41.0
31,8.0,113364,9.0,6.0,8.0,5.0,4.0,1.0,41.0
27,8.0,197380,9.0,5.0,14.0,4.0,4.0,1.0,41.0
27,8.0,298635,12.0,6.0,14.0,5.0,2.0,1.0,10.0
26,8.0,213385,14.0,5.0,9.0,4.0,4.0,1.0,41.0
30,5.0,108464,14.0,6.0,7.0,5.0,4.0,1.0,41.0
17,8.0,31007,8.0,5.0,9.0,3.0,4.0,0.0,41.0
26,8.0,35917,14.0,5.0,6.0,4.0,4.0,1.0,41.0
45,8.0,99385,15.0,4.0,11.0,4.0,4.0,0.0,36.0
50,8.0,48358,15.0,6.0,13.0,5.0,4.0,1.0,41.0
31,8.0,241885,15.0,5.0,4.0,2.0,4.0,1.0,41.0
51,8.0,24344,9.0,5.0,11.0,4.0,4.0,0.0,41.0
56,8.0,149686,5.0,2.0,8.0,2.0,4.0,0.0,41.0
24,4.0,154432,13.0,5.0,8.0,4.0,4.0,1.0,41.0
29,8.0,331875,4.0,5.0,5.0,4.0,4.0,1.0,26.0
26,8.0,259585,14.0,5.0,10.0,4.0,4.0,1.0,41.0
51,8.0,104748,14.0,6.0,12.0,5.0,4.0,1.0,41.0
32,6.0,144949,15.0,6.0,2.0,5.0,4.0,1.0,41.0
47,4.0,199512,13.0,6.0,12.0,5.0,4.0,1.0,41.0
30,8.0,302438,15.0,5.0,8.0,4.0,4.0,1.0,41.0
41,5.0,129155,10.0,2.0,7.0,0.0,3.0,0.0,41.0
49,2.0,115784,14.0,6.0,13.0,5.0,4.0,1.0,41.0
40,8.0,96509,14.0,6.0,14.0,5.0,1.0,1.0,41.0
62,8.0,226733,15.0,6.0,11.0,5.0,4.0,1.0,41.0
43,3.0,244945,13.0,6.0,14.0,5.0,4.0,1.0,41.0
76,8.0,243768,2.0,5.0,5.0,4.0,4.0,1.0,41.0
40,5.0,351161,12.0,6.0,7.0,5.0,4.0,1.0,41.0
35,8.0,186934,13.0,6.0,10.0,5.0,4.0,1.0,41.0
27,8.0,89813,15.0,5.0,5.0,3.0,4.0,0.0,41.0
54,3.0,129432,13.0,6.0,12.0,5.0,4.0,1.0,41.0
55,7.0,184702,15.0,6.0,10.0,5.0,4.0,1.0,41.0
21,8.0,275291,14.0,5.0,10.0,3.0,4.0,1.0,41.0
20,8.0,258298,14.0,5.0,5.0,3.0,4.0,1.0,41.0
39,8.0,139743,15.0,3.0,11.0,4.0,4.0,0.0,41.0
26,8.0,102476,13.0,5.0,14.0,3.0,4.0,1.0,41.0
20,8.0,103840,15.0,5.0,8.0,3.0,4.0,0.0,41.0
28,8.0,274579,15.0,6.0,6.0,5.0,4.0,1.0,41.0
56,2.0,156842,14.0,3.0,9.0,4.0,3.0,1.0,41.0
39,8.0,101020,4.0,6.0,8.0,5.0,4.0,1.0,41.0
44,2.0,68729,13.0,6.0,12.0,5.0,2.0,1.0,41.0
55,8.0,141326,15.0,6.0,13.0,5.0,4.0,1.0,41.0
54,7.0,168723,15.0,6.0,10.0,5.0,4.0,1.0,41.0
30,8.0,347166,13.0,5.0,14.0,4.0,4.0,1.0,41.0
34,6.0,213722,15.0,6.0,2.0,5.0,4.0,1.0,41.0
42,8.0,196797,15.0,5.0,6.0,2.0,3.0,0.0,41.0
50,3.0,207246,14.0,3.0,12.0,2.0,4.0,0.0,41.0
34,2.0,199934,14.0,6.0,11.0,5.0,3.0,1.0,41.0
23,8.0,272185,11.0,5.0,13.0,3.0,4.0,1.0,41.0
27,5.0,190650,13.0,5.0,7.0,2.0,2.0,1.0,38.0
81,5.0,147097,13.0,2.0,7.0,4.0,4.0,1.0,41.0
47,8.0,266281,10.0,5.0,8.0,2.0,3.0,0.0,41.0
57,8.0,96779,2.0,6.0,13.0,5.0,4.0,1.0,41.0
65,5.0,117162,11.0,6.0,7.0,1.0,4.0,0.0,41.0
33,8.0,188352,12.0,5.0,14.0,4.0,3.0,1.0,41.0
37,8.0,359131,15.0,4.0,13.0,2.0,4.0,0.0,41.0
53,8.0,198824,13.0,5.0,12.0,2.0,4.0,0.0,41.0
27,4.0,68393,13.0,5.0,11.0,4.0,4.0,0.0,41.0
47,8.0,115613,15.0,6.0,13.0,5.0,4.0,1.0,41.0
42,8.0,45363,9.0,6.0,14.0,5.0,4.0,1.0,41.0
39,8.0,121590,14.0,5.0,14.0,4.0,3.0,1.0,41.0
58,6.0,292379,13.0,6.0,12.0,5.0,4.0,1.0,41.0
20,8.0,482732,15.0,5.0,11.0,0.0,4.0,1.0,41.0
19,8.0,198663,15.0,5.0,8.0,0.0,4.0,1.0,41.0
39,8.0,230329,15.0,6.0,13.0,5.0,4.0,1.0,41.0
51,8.0,29887,15.0,4.0,12.0,4.0,4.0,1.0,41.0
52,8.0,194259,15.0,4.0,10.0,4.0,4.0,0.0,37.0
53,8.0,126368,14.0,5.0,11.0,4.0,4.0,0.0,41.0
50,8.0,108446,14.0,6.0,10.0,5.0,4.0,1.0,41.0
36,8.0,220696,15.0,4.0,8.0,4.0,4.0,1.0,41.0
30,8.0,32008,13.0,5.0,3.0,4.0,4.0,0.0,41.0
30,8.0,191777,14.0,5.0,11.0,2.0,3.0,0.0,39.0
50,8.0,185846,15.0,6.0,10.0,5.0,4.0,1.0,41.0
76,8.0,127016,7.0,2.0,1.0,4.0,4.0,0.0,41.0
46,7.0,102308,13.0,6.0,10.0,5.0,4.0,1.0,41.0
24,8.0,157894,14.0,5.0,5.0,3.0,3.0,1.0,41.0
26,8.0,345405,15.0,6.0,10.0,5.0,4.0,1.0,41.0
56,7.0,94156,6.0,6.0,14.0,5.0,4.0,1.0,41.0
50,8.0,145409,13.0,6.0,14.0,5.0,4.0,1.0,41.0
22,8.0,190968,14.0,6.0,13.0,5.0,4.0,1.0,41.0
23,6.0,212803,13.0,5.0,14.0,4.0,4.0,0.0,41.0
51,8.0,168660,15.0,6.0,12.0,5.0,4.0,1.0,41.0
58,8.0,234481,8.0,6.0,6.0,5.0,4.0,1.0,41.0
38,8.0,131461,5.0,6.0,9.0,1.0,3.0,0.0,19.0
45,8.0,408773,14.0,6.0,8.0,5.0,4.0,1.0,41.0
55,7.0,126117,15.0,2.0,10.0,4.0,4.0,1.0,41.0
45,8.0,155489,14.0,6.0,10.0,5.0,4.0,1.0,41.0
42,8.0,296749,14.0,4.0,8.0,4.0,4.0,1.0,41.0
44,4.0,185832,13.0,6.0,11.0,5.0,4.0,1.0,41.0
60,8.0,43235,13.0,6.0,14.0,5.0,4.0,1.0,41.0
27,8.0,213152,14.0,5.0,10.0,4.0,4.0,1.0,41.0
25,6.0,334267,14.0,6.0,12.0,5.0,4.0,1.0,41.0
61,5.0,253101,13.0,4.0,7.0,4.0,4.0,0.0,41.0
43,8.0,64631,15.0,6.0,12.0,5.0,4.0,1.0,41.0
44,6.0,193882,11.0,5.0,3.0,4.0,4.0,1.0,41.0
63,8.0,71800,7.0,2.0,9.0,4.0,4.0,0.0,41.0
46,6.0,170092,12.0,5.0,14.0,4.0,4.0,0.0,41.0
47,8.0,198223,14.0,6.0,12.0,5.0,4.0,1.0,41.0
37,8.0,359796,14.0,4.0,10.0,4.0,3.0,1.0,41.0
43,8.0,110556,15.0,3.0,12.0,2.0,3.0,0.0,41.0
46,8.0,196858,12.0,6.0,14.0,5.0,4.0,1.0,41.0
48,5.0,112860,8.0,6.0,7.0,1.0,3.0,0.0,41.0
61,7.0,224784,9.0,1.0,12.0,4.0,4.0,0.0,41.0
53,2.0,271544,15.0,6.0,11.0,5.0,3.0,1.0,41.0
79,5.0,142171,7.0,6.0,7.0,5.0,4.0,1.0,41.0
