age,workclassIndex,fnlwgt,educationIndex,maritial_statusIndex,occupationIndex,relationshipIndex,raceIndex,sexIndex,native_countryIndex
42,6.0,111252,12.0,6.0,12.0,5.0,4.0,1.0,41.0
60,8.0,156889,14.0,4.0,11.0,4.0,4.0,0.0,41.0
32,8.0,549430,15.0,5.0,1.0,2.0,4.0,0.0,40.0
46,8.0,29696,15.0,6.0,12.0,5.0,4.0,1.0,41.0
66,8.0,98837,15.0,2.0,11.0,4.0,4.0,0.0,41.0
37,8.0,86150,13.0,6.0,9.0,1.0,2.0,0.0,41.0
34,8.0,204991,14.0,4.0,12.0,3.0,4.0,1.0,41.0
45,8.0,371886,13.0,5.0,14.0,4.0,4.0,1.0,41.0
35,8.0,103605,10.0,6.0,4.0,5.0,4.0,1.0,41.0
63,5.0,54851,15.0,6.0,7.0,5.0,4.0,1.0,41.0
51,6.0,133050,14.0,6.0,12.0,5.0,3.0,1.0,41.0
36,6.0,126569,14.0,6.0,2.0,5.0,4.0,1.0,41.0
25,2.0,144259,15.0,5.0,11.0,3.0,3.0,1.0,41.0
51,8.0,161482,15.0,4.0,9.0,2.0,4.0,0.0,41.0
25,7.0,305449,14.0,5.0,8.0,3.0,4.0,1.0,41.0
19,8.0,125010,15.0,5.0,4.0,3.0,4.0,1.0,41.0
47,8.0,304133,14.0,6.0,12.0,5.0,4.0,1.0,41.0
59,6.0,120617,15.0,3.0,2.0,2.0,3.0,0.0,41.0
34,8.0,157747,13.0,6.0,12.0,5.0,4.0,1.0,41.0
40,8.0,297396,14.0,3.0,12.0,2.0,4.0,0.0,41.0
42,8.0,121287,15.0,4.0,8.0,4.0,4.0,1.0,41.0
28,5.0,308493,15.0,6.0,7.0,1.0,4.0,0.0,2.0
37,8.0,49115,12.0,6.0,12.0,5.0,4.0,1.0,41.0
51,3.0,208302,9.0,6.0,10.0,5.0,4.0,1.0,41.0
25,8.0,304032,15.0,5.0,11.0,3.0,4.0,1.0,41.0
31,2.0,207301,15.0,6.0,11.0,1.0,4.0,0.0,41.0
37,8.0,123211,15.0,6.0,9.0,5.0,4.0,1.0,41.0
42,8.0,33521,9.0,6.0,10.0,5.0,4.0,1.0,41.0
29,5.0,410351,13.0,5.0,7.0,4.0,4.0,1.0,41.0
35,8.0,410034,14.0,4.0,10.0,4.0,4.0,1.0,41.0
51,8.0,175339,13.0,6.0,10.0,5.0,4.0,1.0,41.0
22,5.0,27937,14.0,5.0,7.0,3.0,4.0,1.0,41.0
49,8.0,168211,14.0,6.0,13.0,5.0,4.0,1.0,41.0
26,8.0,125680,13.0,5.0,14.0,4.0,2.0,1.0,23.0
56,6.0,160829,15.0,4.0,11.0,4.0,4.0,0.0,41.0
52,8.0,266529,14.0,6.0,14.0,5.0,4.0,1.0,41.0
61,7.0,115023,12.0,6.0,13.0,5.0,4.0,1.0,39.0
47,4.0,224149,13.0,4.0,12.0,4.0,4.0,0.0,41.0
52,8.0,150930,11.0,6.0,13.0,5.0,4.0,1.0,41.0
30,8.0,343699,15.0,4.0,13.0,2.0,4.0,0.0,41.0
43,3.0,172826,14.0,6.0,10.0,5.0,4.0,1.0,41.0
35,8.0,163392,14.0,6.0,6.0,5.0,2.0,1.0,39.0
17,5.0,103810,4.0,5.0,7.0,3.0,4.0,1.0,41.0
42,8.0,213821,15.0,6.0,13.0,5.0,4.0,1.0,41.0
26,8.0,211265,14.0,1.0,13.0,0.0,3.0,0.0,26.0
58,6.0,160586,15.0,6.0,4.0,5.0,4.0,1.0,41.0
66,8.0,146454,14.0,6.0,10.0,5.0,4.0,1.0,41.0
30,8.0,203277,15.0,6.0,2.0,5.0,4.0,1.0,41.0
46,8.0,309895,14.0,3.0,11.0,2.0,4.0,0.0,41.0
45,8.0,26522,14.0,6.0,11.0,1.0,4.0,0.0,41.0
57,8.0,103809,15.0,5.0,10.0,2.0,4.0,0.0,41.0
25,8.0,90291,13.0,5.0,12.0,3.0,4.0,1.0,41.0
21,4.0,181761,14.0,5.0,3.0,3.0,4.0,0.0,41.0
37,8.0,35330,15.0,4.0,13.0,4.0,4.0,1.0,41.0
45,6.0,135776,12.0,4.0,14.0,4.0,4.0,0.0,41.0
61,5.0,188172,3.0,2.0,7.0,4.0,4.0,0.0,41.0
39,8.0,179579,15.0,5.0,13.0,3.0,4.0,1.0,41.0
42,8.0,193626,15.0,6.0,11.0,1.0,4.0,0.0,41.0
20,8.0,108887,15.0,5.0,8.0,3.0,4.0,0.0,41.0
23,8.0,199070,15.0,5.0,2.0,3.0,3.0,1.0,41.0
25,8.0,441591,13.0,5.0,3.0,3.0,4.0,1.0,41.0
47,8.0,185254,2.0,5.0,1.0,3.0,4.0,0.0,34.0
24,8.0,109307,15.0,5.0,10.0,3.0,4.0,1.0,41.0
20,5.0,81853,14.0,5.0,7.0,3.0,2.0,0.0,41.0
35,8.0,23621,15.0,5.0,13.0,4.0,4.0,1.0,41.0
44,6.0,145178,15.0,6.0,9.0,1.0,3.0,0.0,30.0
47,4.0,30575,14.0,6.0,14.0,5.0,4.0,1.0,41.0
28,4.0,130620,10.0,3.0,11.0,2.0,2.0,0.0,33.0
41,6.0,22155,12.0,4.0,14.0,2.0,4.0,0.0,41.0
31,8.0,106437,15.0,5.0,11.0,4.0,4.0,0.0,41.0
27,8.0,79787,12.0,5.0,12.0,4.0,4.0,0.0,41.0
47,8.0,326857,11.0,6.0,13.0,5.0,4.0,1.0,41.0
44,8.0,81853,15.0,5.0,10.0,4.0,2.0,0.0,41.0
61,8.0,120933,14.0,5.0,1.0,4.0,4.0,0.0,41.0
42,2.0,153143,14.0,4.0,11.0,0.0,4.0,0.0,35.0
46,8.0,27669,15.0,5.0,9.0,4.0,4.0,0.0,41.0
46,8.0,105444,13.0,6.0,12.0,5.0,4.0,1.0,41.0
54,6.0,169785,12.0,2.0,14.0,2.0,4.0,0.0,41.0
49,8.0,122493,15.0,2.0,3.0,2.0,4.0,1.0,41.0
56,6.0,242670,14.0,2.0,11.0,2.0,4.0,0.0,41.0
52,8.0,54933,12.0,4.0,14.0,3.0,4.0,0.0,41.0
34,8.0,209317,15.0,6.0,6.0,5.0,4.0,1.0,35.0
25,7.0,282631,15.0,6.0,13.0,5.0,4.0,1.0,41.0
18,8.0,98044,10.0,5.0,14.0,3.0,4.0,0.0,41.0
58,8.0,187487,15.0,6.0,8.0,5.0,4.0,1.0,41.0
31,4.0,60186,13.0,4.0,14.0,4.0,4.0,1.0,41.0
29,8.0,75648,14.0,6.0,13.0,5.0,4.0,1.0,41.0
28,8.0,201175,10.0,5.0,8.0,4.0,3.0,1.0,41.0
30,8.0,19302,14.0,5.0,11.0,4.0,4.0,1.0,41.0
21,5.0,300812,14.0,5.0,7.0,3.0,4.0,1.0,41.0
44,8.0,146659,12.0,6.0,14.0,5.0,4.0,1.0,41.0
75,8.0,101887,8.0,2.0,1.0,4.0,4.0,0.0,41.0
66,5.0,117778,10.0,6.0,7.0,5.0,4.0,1.0,41.0
26,8.0,60726,14.0,6.0,13.0,5.0,3.0,1.0,41.0
33,3.0,201763,13.0,6.0,10.0,5.0,4.0,1.0,41.0
57,3.0,119253,12.0,6.0,10.0,5.0,4.0,1.0,41.0
47,7.0,121124,2.0,6.0,10.0,5.0,4.0,1.0,27.0
41,8.0,220132,15.0,6.0,12.0,5.0,4.0,1.0,41.0
21,8.0,60639,14.0,5.0,9.0,4.0,4.0,0.0,41.0
17,8.0,195262,10.0,5.0,13.0,3.0,4.0,1.0,41.0
61,5.0,113544,13.0,6.0,7.0,5.0,4.0,1.0,41.0
47,5.0,331650,15.0,6.0,7.0,1.0,4.0,0.0,41.0
22,8.0,100587,14.0,5.0,9.0,3.0,3.0,0.0,41.0
47,8.0,298130,15.0,6.0,10.0,5.0,4.0,1.0,41.0
45,8.0,242391,13.0,6.0,12.0,5.0,4.0,1.0,41.0
32,7.0,197867,11.0,4.0,10.0,2.0,4.0,1.0,41.0
59,8.0,151977,8.0,3.0,1.0,4.0,3.0,0.0,41.0
38,8.0,277347,15.0,6.0,13.0,5.0,4.0,1.0,41.0
33,8.0,125249,15.0,3.0,2.0,3.0,4.0,0.0,41.0
41,8.0,222142,15.0,6.0,8.0,5.0,4.0,1.0,41.0
51,8.0,270194,5.0,6.0,6.0,5.0,4.0,1.0,41.0
42,8.0,169995,15.0,6.0,10.0,5.0,4.0,1.0,41.0
27,8.0,359155,13.0,6.0,14.0,1.0,4.0,0.0,41.0
60,8.0,123992,14.0,6.0,13.0,5.0,4.0,1.0,41.0
64,6.0,266080,15.0,4.0,11.0,4.0,4.0,0.0,41.0
37,8.0,201531,9.0,6.0,8.0,5.0,4.0,1.0,41.0
54,7.0,179704,13.0,6.0,12.0,5.0,4.0,1.0,41.0
36,8.0,393673,9.0,6.0,12.0,1.0,4.0,0.0,41.0
34,8.0,244147,13.0,6.0,14.0,5.0,4.0,1.0,39.0
41,7.0,438696,12.0,4.0,10.0,2.0,4.0,1.0,41.0
35,7.0,207568,7.0,6.0,4.0,5.0,4.0,1.0,41.0
63,3.0,54052,12.0,6.0,10.0,5.0,4.0,1.0,41.0
46,8.0,187581,15.0,4.0,13.0,0.0,4.0,1.0,41.0
47,7.0,77102,12.0,4.0,14.0,4.0,4.0,1.0,41.0
24,8.0,353010,13.0,5.0,8.0,4.0,4.0,1.0,41.0
29,8.0,54131,14.0,5.0,10.0,4.0,4.0,1.0,41.0
74,2.0,39890,14.0,2.0,6.0,4.0,4.0,0.0,41.0
50,8.0,156877,10.0,6.0,6.0,5.0,4.0,1.0,41.0
22,8.0,355686,14.0,5.0,11.0,4.0,4.0,0.0,41.0
48,8.0,300168,4.0,3.0,11.0,3.0,3.0,0.0,41.0
30,8.0,488720,5.0,6.0,5.0,0.0,4.0,1.0,40.0
32,8.0,157287,13.0,6.0,10.0,5.0,4.0,1.0,41.0
39,8.0,184659,15.0,6.0,8.0,5.0,4.0,1.0,41.0
49,8.0,214169,14.0,6.0,13.0,5.0,4.0,1.0,41.0
25,8.0,192149,13.0,5.0,11.0,3.0,4.0,0.0,41.0
50,8.0,137253,13.0,6.0,11.0,1.0,4.0,0.0,41.0
44,8.0,373050,15.0,6.0,6.0,5.0,4.0,1.0,41.0
65,8.0,90377,11.0,6.0,4.0,5.0,4.0,1.0,41.0
28,2.0,183151,9.0,6.0,11.0,5.0,4.0,1.0,41.0
55,8.0,227158,13.0,2.0,11.0,2.0,4.0,0.0,41.0
49,6.0,34021,13.0,5.0,14.0,3.0,4.0,0.0,41.0
31,8.0,165148,15.0,3.0,12.0,2.0,4.0,0.0,41.0
47,8.0,211668,15.0,6.0,8.0,1.0,3.0,0.0,41.0
45,8.0,358886,15.0,6.0,6.0,5.0,4.0,1.0,41.0
35,8.0,47707,15.0,5.0,9.0,4.0,3.0,0.0,41.0
34,7.0,306982,13.0,6.0,10.0,5.0,2.0,1.0,29.0
49,6.0,52590,15.0,2.0,2.0,4.0,3.0,1.0,41.0
39,5.0,179352,14.0,4.0,7.0,4.0,4.0,0.0,41.0
27,8.0,158156,15.0,5.0,9.0,4.0,4.0,0.0,41.0
42,8.0,70055,15.0,6.0,5.0,5.0,4.0,1.0,41.0
60,5.0,131852,2.0,6.0,7.0,5.0,4.0,1.0,41.0
64,7.0,177825,15.0,5.0,9.0,4.0,4.0,1.0,41.0
33,8.0,127215,14.0,6.0,10.0,5.0,4.0,1.0,41.0
23,8.0,175183,14.0,5.0,11.0,4.0,4.0,0.0,41.0
45,8.0,142287,12.0,6.0,12.0,5.0,4.0,1.0,41.0
34,8.0,221324,15.0,5.0,8.0,2.0,3.0,0.0,41.0
53,8.0,227602,15.0,4.0,10.0,4.0,4.0,0.0,40.0
22,8.0,228452,8.0,5.0,13.0,4.0,4.0,1.0,41.0
57,4.0,39380,15.0,3.0,9.0,4.0,4.0,0.0,41.0
20,5.0,96862,14.0,5.0,7.0,3.0,4.0,0.0,41.0
23,8.0,336360,7.0,5.0,13.0,3.0,3.0,1.0,41.0
31,8.0,257644,10.0,5.0,6.0,2.0,4.0,1.0,41.0
23,4.0,235853,13.0,5.0,3.0,4.0,4.0,1.0,41.0
30,8.0,270577,15.0,3.0,11.0,2.0,4.0,0.0,41.0
32,6.0,222900,13.0,3.0,14.0,4.0,4.0,0.0,41.0
42,8.0,99254,9.0,6.0,11.0,1.0,3.0,0.0,41.0
51,8.0,224763,7.0,6.0,6.0,5.0,4.0,1.0,32.0
59,7.0,174056,13.0,6.0,10.0,5.0,4.0,1.0,41.0
36,8.0,127306,13.0,5.0,12.0,3.0,4.0,0.0,41.0
45,8.0,339506,15.0,5.0,10.0,4.0,3.0,1.0,41.0
35,8.0,178322,11.0,6.0,10.0,5.0,4.0,1.0,37.0
33,8.0,189843,7.0,6.0,8.0,5.0,4.0,1.0,41.0
43,8.0,160815,11.0,4.0,14.0,2.0,4.0,0.0,41.0
60,8.0,207665,15.0,6.0,3.0,1.0,4.0,0.0,41.0
37,4.0,160402,13.0,6.0,14.0,5.0,4.0,1.0,41.0
35,8.0,170263,14.0,5.0,3.0,2.0,4.0,0.0,41.0
36,8.0,184659,14.0,6.0,11.0,5.0,4.0,1.0,41.0
38,2.0,338320,6.0,6.0,14.0,5.0,4.0,1.0,41.0
54,8.0,101017,7.0,6.0,13.0,5.0,4.0,1.0,41.0
51,8.0,204322,11.0,6.0,5.0,5.0,4.0,1.0,41.0
45,8.0,241350,9.0,6.0,13.0,5.0,4.0,1.0,41.0
63,2.0,217994,14.0,4.0,12.0,2.0,4.0,0.0,41.0
51,8.0,128143,14.0,6.0,13.0,5.0,4.0,1.0,41.0
58,7.0,164065,12.0,4.0,10.0,4.0,4.0,1.0,41.0
64,6.0,78866,15.0,4.0,11.0,4.0,4.0,0.0,41.0
20,8.0,236769,14.0,5.0,5.0,3.0,4.0,1.0,41.0
44,2.0,239539,13.0,6.0,11.0,5.0,2.0,1.0,38.0
39,8.0,34028,13.0,4.0,12.0,2.0,4.0,0.0,41.0
45,4.0,207847,14.0,5.0,11.0,2.0,4.0,0.0,41.0
44,8.0,175935,3.0,6.0,11.0,5.0,4.0,1.0,41.0
22,2.0,218445,14.0,5.0,12.0,4.0,4.0,0.0,41.0
63,3.0,215833,15.0,6.0,12.0,5.0,4.0,1.0,41.0
26,8.0,156976,11.0,3.0,9.0,4.0,3.0,1.0,41.0
42,7.0,220647,13.0,6.0,4.0,5.0,4.0,1.0,41.0
20,8.0,218343,15.0,5.0,9.0,3.0,4.0,0.0,41.0
29,8.0,241431,12.0,6.0,10.0,5.0,4.0,1.0,41.0
38,6.0,123983,13.0,5.0,12.0,2.0,2.0,1.0,25.0
25,8.0,73289,15.0,5.0,6.0,3.0,4.0,1.0,41.0
27,8.0,408623,13.0,6.0,13.0,0.0,4.0,1.0,41.0
46,8.0,169180,11.0,4.0,11.0,4.0,4.0,0.0,41.0
31,8.0,54929,14.0,4.0,13.0,4.0,4.0,1.0,41.0
24,8.0,306779,11.0,5.0,12.0,3.0,4.0,1.0,41.0
43,8.0,159549,14.0,6.0,10.0,5.0,4.0,1.0,41.0
23,8.0,482082,4.0,5.0,8.0,3.0,4.0,1.0,40.0
32,6.0,286101,15.0,5.0,6.0,2.0,3.0,0.0,41.0
44,8.0,167955,15.0,6.0,13.0,5.0,4.0,1.0,22.0
40,7.0,209040,13.0,6.0,10.0,5.0,4.0,1.0,41.0
38,8.0,105017,15.0,4.0,13.0,2.0,4.0,1.0,41.0
23,8.0,27776,11.0,5.0,8.0,4.0,4.0,1.0,41.0
19,8.0,242941,14.0,5.0,10.0,3.0,4.0,0.0,41.0
41,8.0,118853,14.0,6.0,10.0,5.0,4.0,1.0,41.0
48,8.0,119565,15.0,6.0,13.0,5.0,4.0,1.0,41.0
23,8.0,196827,14.0,6.0,8.0,5.0,4.0,1.0,41.0
47,8.0,275361,9.0,2.0,9.0,3.0,4.0,0.0,41.0
42,8.0,225193,15.0,6.0,13.0,5.0,4.0,1.0,41.0
17,8.0,329783,8.0,5.0,10.0,0.0,4.0,0.0,41.0
29,6.0,107411,6.0,5.0,14.0,4.0,4.0,0.0,41.0
21,4.0,258490,14.0,5.0,14.0,4.0,4.0,0.0,41.0
18,5.0,120243,10.0,5.0,7.0,3.0,4.0,1.0,41.0
31,8.0,219509,15.0,6.0,9.0,5.0,4.0,1.0,40.0
27,6.0,29174,13.0,5.0,14.0,2.0,4.0,0.0,41.0
29,8.0,40083,3.0,5.0,14.0,4.0,4.0,1.0,36.0
23,8.0,87528,13.0,5.0,10.0,4.0,4.0,0.0,41.0
41,8.0,116379,12.0,6.0,14.0,5.0,2.0,1.0,20.0
46,6.0,216214,13.0,6.0,14.0,5.0,4.0,1.0,41.0
34,8.0,268051,14.0,6.0,2.0,0.0,3.0,0.0,19.0
42,7.0,121718,15.0,6.0,13.0,5.0,4.0,1.0,41.0
18,8.0,201901,15.0,5.0,5.0,3.0,4.0,0.0,41.0
46,8.0,109089,15.0,4.0,13.0,4.0,4.0,1.0,41.0
18,5.0,346382,10.0,5.0,7.0,3.0,4.0,1.0,41.0
52,8.0,284129,14.0,6.0,13.0,5.0,4.0,1.0,41.0
56,8.0,143030,15.0,4.0,13.0,2.0,4.0,0.0,41.0
21,8.0,212619,11.0,5.0,8.0,3.0,4.0,1.0,41.0
22,7.0,199011,15.0,5.0,13.0,0.0,4.0,1.0,41.0
31,8.0,118901,13.0,4.0,11.0,2.0,4.0,0.0,41.0
41,7.0,129865,15.0,6.0,9.0,5.0,4.0,1.0,41.0
25,8.0,157900,14.0,3.0,11.0,2.0,4.0,0.0,41.0
43,7.0,349341,13.0,4.0,12.0,4.0,4.0,1.0,41.0
45,8.0,158685,15.0,3.0,10.0,4.0,4.0,0.0,41.0
26,8.0,386585,14.0,4.0,3.0,4.0,4.0,1.0,41.0
90,8.0,52386,14.0,5.0,9.0,4.0,2.0,1.0,41.0
45,8.0,246891,13.0,6.0,10.0,5.0,4.0,1.0,41.0
30,8.0,190385,13.0,6.0,9.0,1.0,4.0,0.0,41.0
42,8.0,37869,14.0,6.0,13.0,5.0,4.0,1.0,41.0
20,8.0,217807,14.0,5.0,5.0,3.0,4.0,1.0,41.0
53,8.0,149784,13.0,6.0,14.0,5.0,4.0,1.0,41.0
64,4.0,201293,15.0,2.0,11.0,4.0,4.0,0.0,41.0
56,8.0,128764,7.0,2.0,6.0,4.0,4.0,1.0,41.0
42,8.0,27444,14.0,1.0,14.0,4.0,4.0,1.0,41.0
26,8.0,62438,13.0,6.0,10.0,1.0,4.0,0.0,41.0
31,6.0,151726,9.0,5.0,11.0,3.0,1.0,0.0,41.0
40,8.0,29841,13.0,6.0,11.0,1.0,4.0,0.0,41.0
58,8.0,131608,14.0,2.0,13.0,4.0,4.0,1.0,41.0
41,8.0,110562,13.0,6.0,12.0,5.0,4.0,1.0,41.0
58,3.0,190541,15.0,5.0,10.0,4.0,4.0,1.0,41.0
62,4.0,33142,12.0,6.0,14.0,5.0,4.0,1.0,41.0
65,3.0,139272,13.0,6.0,10.0,5.0,4.0,1.0,41.0
40,8.0,234633,14.0,5.0,13.0,4.0,4.0,1.0,41.0
45,6.0,238386,14.0,6.0,2.0,5.0,4.0,1.0,41.0
22,8.0,460835,15.0,5.0,13.0,3.0,4.0,1.0,41.0
23,5.0,243190,14.0,5.0,7.0,3.0,2.0,1.0,28.0
63,2.0,97855,12.0,6.0,12.0,5.0,4.0,1.0,41.0
39,8.0,77146,13.0,6.0,12.0,5.0,4.0,1.0,41.0
37,8.0,200863,14.0,2.0,13.0,2.0,4.0,1.0,41.0
25,5.0,41107,13.0,1.0,7.0,4.0,4.0,1.0,36.0
56,8.0,77415,10.0,6.0,4.0,5.0,4.0,1.0,41.0
32,8.0,236770,14.0,4.0,10.0,4.0,4.0,1.0,41.0
53,2.0,173093,14.0,6.0,12.0,1.0,2.0,0.0,38.0
32,8.0,235124,11.0,4.0,14.0,4.0,4.0,1.0,41.0
23,7.0,282604,10.0,6.0,6.0,5.0,4.0,1.0,41.0
35,8.0,199288,10.0,3.0,6.0,4.0,4.0,1.0,41.0
51,8.0,191659,14.0,6.0,12.0,5.0,4.0,1.0,41.0
19,8.0,43285,14.0,5.0,11.0,3.0,4.0,0.0,41.0
41,8.0,160837,10.0,1.0,8.0,4.0,4.0,1.0,24.0
22,8.0,230574,8.0,5.0,6.0,3.0,4.0,1.0,41.0
23,8.0,176178,15.0,5.0,3.0,3.0,4.0,0.0,41.0
36,8.0,116358,12.0,6.0,12.0,5.0,2.0,1.0,20.0
27,5.0,253873,14.0,4.0,7.0,4.0,4.0,0.0,41.0
45,8.0,107787,11.0,6.0,13.0,5.0,4.0,1.0,36.0
23,7.0,519627,15.0,5.0,4.0,4.0,4.0,1.0,40.0
21,8.0,191460,10.0,5.0,9.0,2.0,3.0,0.0,41.0
44,8.0,198282,12.0,6.0,12.0,5.0,4.0,1.0,41.0
29,8.0,214858,13.0,6.0,10.0,5.0,4.0,1.0,41.0
36,7.0,64875,11.0,6.0,3.0,5.0,4.0,1.0,41.0
18,8.0,675421,5.0,5.0,5.0,3.0,4.0,1.0,41.0
62,7.0,134768,4.0,6.0,13.0,5.0,4.0,1.0,41.0
25,2.0,207342,14.0,5.0,12.0,4.0,3.0,1.0,41.0
34,8.0,64830,9.0,4.0,12.0,4.0,4.0,0.0,41.0
31,8.0,220066,13.0,5.0,12.0,4.0,4.0,0.0,41.0
37,8.0,82521,13.0,6.0,12.0,5.0,4.0,1.0,41.0
33,8.0,176711,13.0,6.0,4.0,5.0,4.0,1.0,31.0
22,5.0,217421,14.0,5.0,7.0,3.0,4.0,0.0,41.0
28,8.0,111900,9.0,6.0,10.0,5.0,4.0,1.0,41.0
22,5.0,196943,14.0,3.0,7.0,3.0,4.0,1.0,41.0
47,8.0,481987,15.0,6.0,9.0,5.0,4.0,1.0,41.0
67,5.0,184506,10.0,6.0,7.0,5.0,4.0,1.0,41.0
20,5.0,121313,8.0,5.0,7.0,3.0,4.0,1.0,41.0
34,8.0,158420,13.0,6.0,12.0,5.0,4.0,1.0,41.0
26,8.0,256000,6.0,6.0,14.0,5.0,4.0,1.0,41.0
36,8.0,183892,14.0,6.0,13.0,5.0,4.0,1.0,41.0
28,8.0,42734,15.0,5.0,5.0,3.0,4.0,1.0,41.0
22,8.0,181773,15.0,5.0,6.0,3.0,3.0,1.0,41.0
47,8.0,184945,14.0,3.0,9.0,4.0,3.0,0.0,41.0
33,8.0,107248,11.0,5.0,11.0,4.0,4.0,1.0,41.0
34,3.0,215382,12.0,3.0,14.0,4.0,4.0,0.0,41.0
25,8.0,122999,15.0,5.0,13.0,3.0,4.0,1.0,41.0
37,8.0,758700,5.0,6.0,5.0,5.0,4.0,1.0,40.0
36,4.0,166606,15.0,6.0,2.0,5.0,4.0,1.0,41.0
61,6.0,192060,13.0,3.0,14.0,4.0,4.0,1.0,39.0
74,5.0,340939,5.0,6.0,7.0,5.0,4.0,1.0,41.0
57,8.0,205708,14.0,6.0,13.0,5.0,4.0,1.0,22.0
55,8.0,67450,3.0,5.0,14.0,4.0,4.0,1.0,31.0
20,8.0,242077,15.0,4.0,10.0,4.0,3.0,0.0,41.0
43,8.0,129573,15.0,5.0,10.0,4.0,3.0,0.0,41.0
54,8.0,181132,15.0,6.0,8.0,5.0,4.0,1.0,31.0
25,8.0,212302,14.0,3.0,11.0,2.0,4.0,0.0,41.0
42,8.0,83411,14.0,4.0,12.0,4.0,4.0,1.0,41.0
23,5.0,148751,14.0,5.0,7.0,4.0,4.0,0.0,41.0
17,8.0,317681,10.0,5.0,13.0,3.0,4.0,1.0,41.0
39,5.0,103986,15.0,5.0,7.0,4.0,4.0,1.0,41.0
63,8.0,30602,7.0,1.0,9.0,2.0,1.0,0.0,41.0
19,8.0,172893,14.0,5.0,12.0,3.0,4.0,0.0,41.0
56,3.0,211804,13.0,6.0,10.0,5.0,4.0,1.0,41.0
33,7.0,312055,13.0,6.0,10.0,5.0,4.0,1.0,41.0
37,8.0,65390,13.0,6.0,4.0,5.0,4.0,1.0,41.0
27,8.0,200500,7.0,6.0,6.0,5.0,4.0,1.0,41.0
36,6.0,241962,13.0,6.0,11.0,5.0,4.0,1.0,41.0
30,3.0,78530,15.0,6.0,12.0,5.0,4.0,1.0,36.0
22,8.0,189950,13.0,5.0,14.0,4.0,4.0,1.0,41.0
35,8.0,111387,14.0,6.0,5.0,5.0,4.0,1.0,41.0
20,8.0,241951,15.0,5.0,5.0,4.0,4.0,1.0,41.0
18,8.0,343059,14.0,5.0,10.0,3.0,4.0,0.0,41.0
25,8.0,302465,4.0,5.0,8.0,4.0,4.0,1.0,41.0
53,8.0,156843,12.0,5.0,14.0,4.0,4.0,0.0,41.0
21,5.0,79728,14.0,5.0,7.0,3.0,4.0,0.0,41.0
19,8.0,55284,15.0,5.0,10.0,3.0,4.0,0.0,41.0
34,8.0,509364,15.0,4.0,8.0,4.0,4.0,1.0,41.0
32,4.0,117927,14.0,5.0,11.0,4.0,3.0,0.0,41.0
20,8.0,137651,14.0,5.0,8.0,3.0,1.0,1.0,41.0
70,8.0,131060,7.0,6.0,9.0,5.0,4.0,1.0,41.0
57,8.0,346963,13.0,6.0,12.0,5.0,4.0,1.0,41.0
54,8.0,183611,14.0,6.0,10.0,5.0,4.0,1.0,41.0
34,8.0,134737,11.0,6.0,8.0,5.0,4.0,1.0,41.0
48,8.0,36503,14.0,6.0,12.0,5.0,4.0,1.0,41.0
42,8.0,250121,10.0,6.0,9.0,1.0,4.0,0.0,41.0
45,8.0,330535,15.0,5.0,11.0,4.0,4.0,1.0,41.0
27,8.0,387776,14.0,5.0,9.0,3.0,4.0,1.0,41.0
51,8.0,41474,8.0,6.0,9.0,5.0,4.0,1.0,40.0
36,6.0,318972,14.0,4.0,11.0,2.0,4.0,0.0,41.0
33,8.0,86143,14.0,5.0,12.0,3.0,2.0,1.0,38.0
50,8.0,181139,14.0,5.0,4.0,4.0,4.0,1.0,41.0
44,8.0,326232,13.0,4.0,12.0,2.0,4.0,1.0,41.0
39,6.0,153976,12.0,6.0,14.0,5.0,4.0,1.0,41.0
55,7.0,59469,5.0,6.0,4.0,5.0,4.0,1.0,41.0
24,8.0,127139,14.0,5.0,11.0,3.0,4.0,0.0,41.0
35,8.0,136343,15.0,5.0,10.0,4.0,4.0,1.0,41.0
32,7.0,350624,4.0,6.0,13.0,5.0,4.0,1.0,41.0
66,5.0,177351,13.0,6.0,7.0,5.0,4.0,1.0,41.0
68,8.0,166149,15.0,2.0,11.0,4.0,4.0,0.0,41.0
29,8.0,121523,10.0,6.0,6.0,5.0,4.0,1.0,41.0
24,7.0,267396,13.0,5.0,10.0,4.0,4.0,1.0,41.0
61,8.0,83045,5.0,6.0,8.0,5.0,4.0,1.0,41.0
34,8.0,160449,15.0,6.0,8.0,5.0,4.0,1.0,41.0
55,3.0,124137,6.0,6.0,14.0,5.0,4.0,1.0,13.0
20,5.0,287681,14.0,5.0,7.0,3.0,4.0,1.0,41.0
41,8.0,154194,15.0,5.0,10.0,3.0,4.0,0.0,41.0
36,7.0,295127,15.0,6.0,4.0,5.0,4.0,1.0,41.0
60,8.0,240521,15.0,6.0,13.0,5.0,4.0,1.0,41.0
61,7.0,244087,15.0,6.0,13.0,5.0,4.0,1.0,41.0
35,8.0,356250,6.0,6.0,10.0,5.0,2.0,1.0,28.0
42,4.0,293791,13.0,6.0,12.0,5.0,4.0,1.0,41.0
26,8.0,44308,13.0,5.0,3.0,4.0,4.0,1.0,41.0
44,6.0,210527,14.0,5.0,9.0,2.0,3.0,0.0,41.0
31,4.0,151763,12.0,5.0,11.0,4.0,4.0,1.0,41.0
39,4.0,267581,15.0,5.0,9.0,4.0,3.0,1.0,41.0
20,8.0,100188,14.0,5.0,3.0,3.0,4.0,0.0,41.0
